timestamp,[NUMA:1]Free,anomaly_score
2019-02-20 00:00:00,12046576.0,1.0
2019-02-20 00:00:10,12046580.0,1.0
2019-02-20 00:00:20,12046580.0,1.0
2019-02-20 00:00:30,12046584.0,0.0
2019-02-20 00:00:40,12046584.0,0.0
2019-02-20 00:00:50,12046460.0,0.0
2019-02-20 00:01:00,12046460.0,0.0
2019-02-20 00:01:10,12046460.0,0.0
2019-02-20 00:01:20,12046504.0,0.0
2019-02-20 00:01:30,12046512.0,0.0
2019-02-20 00:01:40,12046612.0,0.0
2019-02-20 00:01:50,12046612.0,0.0
2019-02-20 00:02:00,12046612.0,0.0
2019-02-20 00:02:10,12046612.0,0.0
2019-02-20 00:02:20,12046612.0,0.0
2019-02-20 00:02:30,12046612.0,0.0
2019-02-20 00:02:40,12046612.0,0.0
2019-02-20 00:02:50,12046612.0,0.0
2019-02-20 00:03:00,12046612.0,0.0
2019-02-20 00:03:10,12046612.0,0.0
2019-02-20 00:03:20,12046612.0,0.0
2019-02-20 00:03:30,12046612.0,0.0
2019-02-20 00:03:40,12046612.0,0.0
2019-02-20 00:03:50,12046612.0,0.0
2019-02-20 00:04:00,12046612.0,0.0
2019-02-20 00:04:10,12046616.0,0.0
2019-02-20 00:04:20,12046616.0,0.0
2019-02-20 00:04:30,12046616.0,0.0
2019-02-20 00:04:40,12046616.0,0.0
2019-02-20 00:04:50,12046616.0,0.0
2019-02-20 00:05:00,12046616.0,0.0
2019-02-20 00:05:10,12046616.0,0.0
2019-02-20 00:05:20,12046616.0,0.0
2019-02-20 00:05:30,12046620.0,0.0
2019-02-20 00:05:40,12046620.0,0.0
2019-02-20 00:05:50,12046620.0,0.0
2019-02-20 00:06:00,12046620.0,0.0
2019-02-20 00:06:10,12046620.0,0.0
2019-02-20 00:06:20,12046620.0,0.0
2019-02-20 00:06:30,12046620.0,0.0
2019-02-20 00:06:40,12046620.0,0.0
2019-02-20 00:06:50,12046620.0,0.0
2019-02-20 00:07:00,12046620.0,0.0
2019-02-20 00:07:10,12046620.0,0.0
2019-02-20 00:07:20,12046620.0,0.0
2019-02-20 00:07:30,12046500.0,0.0
2019-02-20 00:07:40,12046500.0,0.0
2019-02-20 00:07:50,12046500.0,0.0
2019-02-20 00:08:00,12046500.0,0.0
2019-02-20 00:08:10,12046500.0,0.0
2019-02-20 00:08:20,12046500.0,0.0
2019-02-20 00:08:30,12046500.0,0.0
2019-02-20 00:08:40,12046500.0,0.0
2019-02-20 00:08:50,12046500.0,0.0
2019-02-20 00:09:00,12046500.0,0.0
2019-02-20 00:09:10,12046456.0,0.0
2019-02-20 00:09:20,12046504.0,0.0
2019-02-20 00:09:30,12046504.0,0.0
2019-02-20 00:09:40,12046508.0,0.0
2019-02-20 00:09:50,12046508.0,0.0
2019-02-20 00:10:00,12046508.0,0.0
2019-02-20 00:10:10,12046508.0,0.0
2019-02-20 00:10:20,12046508.0,0.0
2019-02-20 00:10:30,12046508.0,0.0
2019-02-20 00:10:40,12046512.0,0.0
2019-02-20 00:10:50,12046512.0,0.0
2019-02-20 00:11:00,12046512.0,0.0
2019-02-20 00:11:10,12046512.0,0.0
2019-02-20 00:11:20,12046512.0,0.0
2019-02-20 00:11:30,12046512.0,0.0
2019-02-20 00:11:40,12046512.0,0.0
2019-02-20 00:11:50,12046512.0,0.0
2019-02-20 00:12:00,12046512.0,0.0
2019-02-20 00:12:10,12046512.0,0.0
2019-02-20 00:12:20,12046512.0,0.0
2019-02-20 00:12:30,12046512.0,0.0
2019-02-20 00:12:40,12046512.0,0.0
2019-02-20 00:12:50,12046512.0,0.0
2019-02-20 00:13:00,12046512.0,0.0
2019-02-20 00:13:10,12046516.0,0.0
2019-02-20 00:13:20,12046516.0,0.0
2019-02-20 00:13:30,12046516.0,0.0
2019-02-20 00:13:40,12046520.0,0.0
2019-02-20 00:13:50,12046520.0,0.0
2019-02-20 00:14:00,12046520.0,0.0
2019-02-20 00:14:10,12046524.0,0.0
2019-02-20 00:14:20,12046524.0,0.0
2019-02-20 00:14:30,12046524.0,0.0
2019-02-20 00:14:40,12046524.0,0.0
2019-02-20 00:14:50,12046524.0,0.0
2019-02-20 00:15:00,12046524.0,0.0
2019-02-20 00:15:10,12046524.0,0.0
2019-02-20 00:15:20,12046524.0,0.0
2019-02-20 00:15:30,12046524.0,0.0
2019-02-20 00:15:40,12046524.0,0.0
2019-02-20 00:15:50,12046524.0,0.0
2019-02-20 00:16:00,12046524.0,0.0
2019-02-20 00:16:10,12046524.0,0.0
2019-02-20 00:16:20,12046524.0,0.0
2019-02-20 00:16:30,12046524.0,0.0
2019-02-20 00:16:40,12046524.0,0.0
2019-02-20 00:16:50,12046524.0,0.0
2019-02-20 00:17:00,12046524.0,0.0
2019-02-20 00:17:10,12046524.0,0.0
2019-02-20 00:17:20,12046524.0,0.0
2019-02-20 00:17:30,12046524.0,0.0
2019-02-20 00:17:40,12046524.0,0.0
2019-02-20 00:17:50,12046524.0,0.0
2019-02-20 00:18:00,12046524.0,0.0
2019-02-20 00:18:10,12046524.0,0.0
2019-02-20 00:18:20,12046524.0,0.0
2019-02-20 00:18:30,12046524.0,0.0
2019-02-20 00:18:40,12046524.0,0.0
2019-02-20 00:18:50,12046524.0,0.0
2019-02-20 00:19:00,12046524.0,0.0
2019-02-20 00:19:10,12046524.0,0.0
2019-02-20 00:19:20,12046524.0,0.0
2019-02-20 00:19:30,12046528.0,0.0
2019-02-20 00:19:40,12046528.0,0.0
2019-02-20 00:19:50,12046528.0,0.0
2019-02-20 00:20:00,12046528.0,0.0
2019-02-20 00:20:10,12046528.0,0.0
2019-02-20 00:20:20,12046528.0,0.0
2019-02-20 00:20:30,12046528.0,0.0
2019-02-20 00:20:40,12046528.0,0.0
2019-02-20 00:20:50,12046528.0,0.0
2019-02-20 00:21:00,12046528.0,0.0
2019-02-20 00:21:10,12046528.0,0.0
2019-02-20 00:21:20,12046528.0,0.0
2019-02-20 00:21:30,12046528.0,0.0
2019-02-20 00:21:40,12046528.0,0.0
2019-02-20 00:21:50,12046528.0,0.0
2019-02-20 00:22:00,12046528.0,0.0
2019-02-20 00:22:10,12046528.0,0.0
2019-02-20 00:22:20,12046528.0,0.0
2019-02-20 00:22:30,12046528.0,0.0
2019-02-20 00:22:40,12046532.0,0.0
2019-02-20 00:22:50,12046532.0,0.0
2019-02-20 00:23:00,12046532.0,0.0
2019-02-20 00:23:10,12046532.0,0.0
2019-02-20 00:23:20,12046532.0,0.0
2019-02-20 00:23:30,12046532.0,0.0
2019-02-20 00:23:40,12046532.0,0.0
2019-02-20 00:23:50,12046532.0,0.0
2019-02-20 00:24:00,12046532.0,0.0
2019-02-20 00:24:10,12046544.0,0.0
2019-02-20 00:24:20,12046544.0,0.0
2019-02-20 00:24:30,12046792.0,0.0
