timestamp,[NUMA:1]Used,anomaly_score
2019-02-20 00:00:00,4445540.0,1.0
2019-02-20 00:00:10,4445536.0,1.0
2019-02-20 00:00:20,4445536.0,1.0
2019-02-20 00:00:30,4445532.0,0.0
2019-02-20 00:00:40,4445532.0,0.0
2019-02-20 00:00:50,4445656.0,0.0
2019-02-20 00:01:00,4445656.0,0.0
2019-02-20 00:01:10,4445656.0,0.0
2019-02-20 00:01:20,4445612.0,0.0
2019-02-20 00:01:30,4445604.0,0.0
2019-02-20 00:01:40,4445504.0,0.0
2019-02-20 00:01:50,4445504.0,0.0
2019-02-20 00:02:00,4445504.0,0.0
2019-02-20 00:02:10,4445504.0,0.0
2019-02-20 00:02:20,4445504.0,0.0
2019-02-20 00:02:30,4445504.0,0.0
2019-02-20 00:02:40,4445504.0,0.0
2019-02-20 00:02:50,4445504.0,0.0
2019-02-20 00:03:00,4445504.0,0.0
2019-02-20 00:03:10,4445504.0,0.0
2019-02-20 00:03:20,4445504.0,0.0
2019-02-20 00:03:30,4445504.0,0.0
2019-02-20 00:03:40,4445504.0,0.0
2019-02-20 00:03:50,4445504.0,0.0
2019-02-20 00:04:00,4445504.0,0.0
2019-02-20 00:04:10,4445500.0,0.0
2019-02-20 00:04:20,4445500.0,0.0
2019-02-20 00:04:30,4445500.0,0.0
2019-02-20 00:04:40,4445500.0,0.0
2019-02-20 00:04:50,4445500.0,0.0
2019-02-20 00:05:00,4445500.0,0.0
2019-02-20 00:05:10,4445500.0,0.0
2019-02-20 00:05:20,4445500.0,0.0
2019-02-20 00:05:30,4445496.0,0.0
2019-02-20 00:05:40,4445496.0,0.0
2019-02-20 00:05:50,4445496.0,0.0
2019-02-20 00:06:00,4445496.0,0.0
2019-02-20 00:06:10,4445496.0,0.0
2019-02-20 00:06:20,4445496.0,0.0
2019-02-20 00:06:30,4445496.0,0.0
2019-02-20 00:06:40,4445496.0,0.0
2019-02-20 00:06:50,4445496.0,0.0
2019-02-20 00:07:00,4445496.0,0.0
2019-02-20 00:07:10,4445496.0,0.0
2019-02-20 00:07:20,4445496.0,0.0
2019-02-20 00:07:30,4445616.0,0.0
2019-02-20 00:07:40,4445616.0,0.0
2019-02-20 00:07:50,4445616.0,0.0
2019-02-20 00:08:00,4445616.0,0.0
2019-02-20 00:08:10,4445616.0,0.0
2019-02-20 00:08:20,4445616.0,0.0
2019-02-20 00:08:30,4445616.0,0.0
2019-02-20 00:08:40,4445616.0,0.0
2019-02-20 00:08:50,4445616.0,0.0
2019-02-20 00:09:00,4445616.0,0.0
2019-02-20 00:09:10,4445660.0,0.0
2019-02-20 00:09:20,4445612.0,0.0
2019-02-20 00:09:30,4445612.0,0.0
2019-02-20 00:09:40,4445608.0,0.0
2019-02-20 00:09:50,4445608.0,0.0
2019-02-20 00:10:00,4445608.0,0.0
2019-02-20 00:10:10,4445608.0,0.0
2019-02-20 00:10:20,4445608.0,0.0
2019-02-20 00:10:30,4445608.0,0.0
2019-02-20 00:10:40,4445604.0,0.0
2019-02-20 00:10:50,4445604.0,0.0
2019-02-20 00:11:00,4445604.0,0.0
2019-02-20 00:11:10,4445604.0,0.0
2019-02-20 00:11:20,4445604.0,0.0
2019-02-20 00:11:30,4445604.0,0.0
2019-02-20 00:11:40,4445604.0,0.0
2019-02-20 00:11:50,4445604.0,0.0
2019-02-20 00:12:00,4445604.0,0.0
2019-02-20 00:12:10,4445604.0,0.0
2019-02-20 00:12:20,4445604.0,0.0
2019-02-20 00:12:30,4445604.0,0.0
2019-02-20 00:12:40,4445604.0,0.0
2019-02-20 00:12:50,4445604.0,0.0
2019-02-20 00:13:00,4445604.0,0.0
2019-02-20 00:13:10,4445600.0,0.0
2019-02-20 00:13:20,4445600.0,0.0
2019-02-20 00:13:30,4445600.0,0.0
2019-02-20 00:13:40,4445596.0,0.0
2019-02-20 00:13:50,4445596.0,0.0
2019-02-20 00:14:00,4445596.0,0.0
2019-02-20 00:14:10,4445592.0,0.0
2019-02-20 00:14:20,4445592.0,0.0
2019-02-20 00:14:30,4445592.0,0.0
2019-02-20 00:14:40,4445592.0,0.0
2019-02-20 00:14:50,4445592.0,0.0
2019-02-20 00:15:00,4445592.0,0.0
2019-02-20 00:15:10,4445592.0,0.0
2019-02-20 00:15:20,4445592.0,0.0
2019-02-20 00:15:30,4445592.0,0.0
2019-02-20 00:15:40,4445592.0,0.0
2019-02-20 00:15:50,4445592.0,0.0
2019-02-20 00:16:00,4445592.0,0.0
2019-02-20 00:16:10,4445592.0,0.0
2019-02-20 00:16:20,4445592.0,0.0
2019-02-20 00:16:30,4445592.0,0.0
2019-02-20 00:16:40,4445592.0,0.0
2019-02-20 00:16:50,4445592.0,0.0
2019-02-20 00:17:00,4445592.0,0.0
2019-02-20 00:17:10,4445592.0,0.0
2019-02-20 00:17:20,4445592.0,0.0
2019-02-20 00:17:30,4445592.0,0.0
2019-02-20 00:17:40,4445592.0,0.0
2019-02-20 00:17:50,4445592.0,0.0
2019-02-20 00:18:00,4445592.0,0.0
2019-02-20 00:18:10,4445592.0,0.0
2019-02-20 00:18:20,4445592.0,0.0
2019-02-20 00:18:30,4445592.0,0.0
2019-02-20 00:18:40,4445592.0,0.0
2019-02-20 00:18:50,4445592.0,0.0
2019-02-20 00:19:00,4445592.0,0.0
2019-02-20 00:19:10,4445592.0,0.0
2019-02-20 00:19:20,4445592.0,0.0
2019-02-20 00:19:30,4445588.0,0.0
2019-02-20 00:19:40,4445588.0,0.0
2019-02-20 00:19:50,4445588.0,0.0
2019-02-20 00:20:00,4445588.0,0.0
2019-02-20 00:20:10,4445588.0,0.0
2019-02-20 00:20:20,4445588.0,0.0
2019-02-20 00:20:30,4445588.0,0.0
2019-02-20 00:20:40,4445588.0,0.0
2019-02-20 00:20:50,4445588.0,0.0
2019-02-20 00:21:00,4445588.0,0.0
2019-02-20 00:21:10,4445588.0,0.0
2019-02-20 00:21:20,4445588.0,0.0
2019-02-20 00:21:30,4445588.0,0.0
2019-02-20 00:21:40,4445588.0,0.0
2019-02-20 00:21:50,4445588.0,0.0
2019-02-20 00:22:00,4445588.0,0.0
2019-02-20 00:22:10,4445588.0,0.0
2019-02-20 00:22:20,4445588.0,0.0
2019-02-20 00:22:30,4445588.0,0.0
2019-02-20 00:22:40,4445584.0,0.0
2019-02-20 00:22:50,4445584.0,0.0
2019-02-20 00:23:00,4445584.0,0.0
2019-02-20 00:23:10,4445584.0,0.0
2019-02-20 00:23:20,4445584.0,0.0
2019-02-20 00:23:30,4445584.0,0.0
2019-02-20 00:23:40,4445584.0,0.0
2019-02-20 00:23:50,4445584.0,0.0
2019-02-20 00:24:00,4445584.0,0.0
2019-02-20 00:24:10,4445572.0,0.0
2019-02-20 00:24:20,4445572.0,0.0
2019-02-20 00:24:30,4445324.0,0.0
2019-02-20 00:24:40,4445324.0,0.0
2019-02-20 00:24:50,4445112.0,0.0
2019-02-20 00:25:00,4445112.0,0.0
2019-02-20 00:25:10,4445112.0,0.0
2019-02-20 00:25:20,4445112.0,0.0
2019-02-20 00:25:30,4445112.0,0.0
2019-02-20 00:25:40,4445112.0,0.0
2019-02-20 00:25:50,4445112.0,0.0
2019-02-20 00:26:00,4445112.0,0.0
2019-02-20 00:26:10,4445112.0,0.0
2019-02-20 00:26:20,4445112.0,0.0
2019-02-20 00:26:30,4445112.0,0.0
2019-02-20 00:26:40,4445112.0,0.0
2019-02-20 00:26:50,4445112.0,0.0
2019-02-20 00:27:00,4445112.0,0.075
2019-02-20 00:27:10,4445112.0,0.075
2019-02-20 00:27:20,4445112.0,0.075
2019-02-20 00:27:30,4445112.0,0.0
2019-02-20 00:27:40,4445112.0,0.0
2019-02-20 00:27:50,4445108.0,0.0
2019-02-20 00:28:00,4445108.0,0.0
2019-02-20 00:28:10,4445108.0,0.0
2019-02-20 00:28:20,4445108.0,0.0
2019-02-20 00:28:30,4445108.0,0.0
2019-02-20 00:28:40,4445108.0,0.0
2019-02-20 00:28:50,4445108.0,0.0
2019-02-20 00:29:00,4445108.0,0.0
2019-02-20 00:29:10,4445016.0,0.0
2019-02-20 00:29:20,4445016.0,0.0
2019-02-20 00:29:30,4445016.0,0.0
2019-02-20 00:29:40,4445016.0,0.075
2019-02-20 00:29:50,4445016.0,0.075
2019-02-20 00:30:00,4445016.0,0.075
2019-02-20 00:30:10,4445016.0,0.075
2019-02-20 00:30:20,4445016.0,0.0
2019-02-20 00:30:30,4445012.0,0.0
2019-02-20 00:30:40,4445012.0,0.0
2019-02-20 00:30:50,4445012.0,0.0
2019-02-20 00:31:00,4445012.0,0.0
2019-02-20 00:31:10,4445012.0,0.0
2019-02-20 00:31:20,4445012.0,0.0
2019-02-20 00:31:30,4445008.0,0.0
2019-02-20 00:31:40,4445008.0,0.0
2019-02-20 00:31:50,4445008.0,0.0
2019-02-20 00:32:00,4445008.0,0.0
2019-02-20 00:32:10,4445008.0,0.0
2019-02-20 00:32:20,4445008.0,0.0
2019-02-20 00:32:30,4445008.0,0.0
2019-02-20 00:32:40,4445008.0,0.0
2019-02-20 00:32:50,4445008.0,0.0
2019-02-20 00:33:00,4445008.0,0.0
2019-02-20 00:33:10,4445008.0,0.0
2019-02-20 00:33:20,4445008.0,0.0
2019-02-20 00:33:30,4445008.0,0.0
2019-02-20 00:33:40,4445008.0,0.0
2019-02-20 00:33:50,4445008.0,0.0
2019-02-20 00:34:00,4445008.0,0.0
2019-02-20 00:34:10,4445004.0,0.0
2019-02-20 00:34:20,4445004.0,0.0
2019-02-20 00:34:30,4445004.0,0.0
2019-02-20 00:34:40,4445004.0,0.0
2019-02-20 00:34:50,4445004.0,0.0
2019-02-20 00:35:00,4445316.0,0.0
2019-02-20 00:35:10,4445312.0,0.0
2019-02-20 00:35:20,4445312.0,0.0
2019-02-20 00:35:30,4445312.0,0.0
2019-02-20 00:35:40,4445292.0,0.0
2019-02-20 00:35:50,4445292.0,0.0
2019-02-20 00:36:00,4445288.0,0.0
2019-02-20 00:36:10,4445288.0,0.0
2019-02-20 00:36:20,4445288.0,0.0
2019-02-20 00:36:30,4445288.0,0.0
2019-02-20 00:36:40,4445288.0,0.0
2019-02-20 00:36:50,4445288.0,0.0
2019-02-20 00:37:00,4445288.0,0.0
2019-02-20 00:37:10,4445288.0,0.0
2019-02-20 00:37:20,4445288.0,0.0
2019-02-20 00:37:30,4445288.0,0.0
2019-02-20 00:37:40,4445288.0,0.0
2019-02-20 00:37:50,4445288.0,0.0
2019-02-20 00:38:00,4445288.0,0.0
2019-02-20 00:38:10,4445288.0,0.0
2019-02-20 00:38:20,4445288.0,0.0
2019-02-20 00:38:30,4445288.0,0.0
2019-02-20 00:38:40,4445288.0,0.0
2019-02-20 00:38:50,4445288.0,0.0
2019-02-20 00:39:00,4445288.0,0.0
2019-02-20 00:39:10,4445276.0,0.0
2019-02-20 00:39:20,4445276.0,0.0
2019-02-20 00:39:30,4445276.0,0.0
2019-02-20 00:39:40,4445276.0,0.0
2019-02-20 00:39:50,4445272.0,0.0
2019-02-20 00:40:00,4445272.0,0.0
2019-02-20 00:40:10,4445272.0,0.0
2019-02-20 00:40:20,4445272.0,0.0
2019-02-20 00:40:30,4445272.0,0.0
2019-02-20 00:40:40,4445272.0,0.0
2019-02-20 00:40:50,4445272.0,0.0
2019-02-20 00:41:00,4445272.0,0.0
2019-02-20 00:41:10,4445272.0,0.0
2019-02-20 00:41:20,4445272.0,0.0
2019-02-20 00:41:30,4445272.0,0.0
2019-02-20 00:41:40,4445272.0,0.0
2019-02-20 00:41:50,4445272.0,0.0
2019-02-20 00:42:00,4445272.0,0.0
2019-02-20 00:42:10,4445272.0,0.0
2019-02-20 00:42:20,4445272.0,0.0
2019-02-20 00:42:30,4445272.0,0.0
2019-02-20 00:42:40,4445272.0,0.0
2019-02-20 00:42:50,4445272.0,0.0
2019-02-20 00:43:00,4445272.0,0.0
2019-02-20 00:43:10,4445272.0,0.0
2019-02-20 00:43:20,4445272.0,0.0
2019-02-20 00:43:30,4445272.0,0.0
2019-02-20 00:43:40,4445272.0,0.0
2019-02-20 00:43:50,4445272.0,0.0
2019-02-20 00:44:00,4445272.0,0.0
2019-02-20 00:44:10,4445272.0,0.0
2019-02-20 00:44:20,4445272.0,0.0
2019-02-20 00:44:30,4445268.0,0.0
2019-02-20 00:44:40,4445268.0,0.0
2019-02-20 00:44:50,4445268.0,0.0
2019-02-20 00:45:00,4445264.0,0.0
2019-02-20 00:45:10,4445264.0,0.0
2019-02-20 00:45:20,4445264.0,0.0
2019-02-20 00:45:30,4445264.0,0.0
2019-02-20 00:45:40,4445264.0,0.0
2019-02-20 00:45:50,4445264.0,0.0
2019-02-20 00:46:00,4445264.0,0.0
2019-02-20 00:46:10,4445264.0,0.0
2019-02-20 00:46:20,4445264.0,0.0
2019-02-20 00:46:30,4445264.0,0.0
2019-02-20 00:46:40,4445264.0,0.0
2019-02-20 00:46:50,4445264.0,0.0
2019-02-20 00:47:00,4445264.0,0.0
2019-02-20 00:47:10,4445264.0,0.0
2019-02-20 00:47:20,4445264.0,0.0
2019-02-20 00:47:30,4445264.0,0.0
2019-02-20 00:47:40,4445264.0,0.0
2019-02-20 00:47:50,4445264.0,0.0
2019-02-20 00:48:00,4445264.0,0.0
2019-02-20 00:48:10,4445264.0,0.0
2019-02-20 00:48:20,4445264.0,0.0
2019-02-20 00:48:30,4445264.0,0.0
2019-02-20 00:48:40,4445264.0,0.0
2019-02-20 00:48:50,4445260.0,0.0
2019-02-20 00:49:00,4445260.0,0.0
2019-02-20 00:49:10,4445252.0,0.0
2019-02-20 00:49:20,4445252.0,0.0
2019-02-20 00:49:30,4445252.0,0.0
2019-02-20 00:49:40,4445252.0,0.0
2019-02-20 00:49:50,4445252.0,0.0
2019-02-20 00:50:00,4445252.0,0.0
2019-02-20 00:50:10,4445252.0,0.0
2019-02-20 00:50:20,4445252.0,0.0
2019-02-20 00:50:30,4445252.0,0.0
2019-02-20 00:50:40,4445252.0,0.0
2019-02-20 00:50:50,4445252.0,0.0
2019-02-20 00:51:00,4445252.0,0.0
2019-02-20 00:51:10,4445252.0,0.0
2019-02-20 00:51:20,4445252.0,0.0
2019-02-20 00:51:30,4445252.0,0.0
2019-02-20 00:51:40,4445252.0,0.0
2019-02-20 00:51:50,4445252.0,0.0
2019-02-20 00:52:00,4445252.0,0.0
2019-02-20 00:52:10,4445252.0,0.0
2019-02-20 00:52:20,4445252.0,0.0
2019-02-20 00:52:30,4445252.0,0.0
2019-02-20 00:52:40,4445252.0,0.0
2019-02-20 00:52:50,4445252.0,0.0
2019-02-20 00:53:00,4445248.0,0.0
